turbine_id,total_hours,state_5_hours,state_5_percentage,state_9_hours,state_9_percentage,state_2_hours,state_2_percentage,state_3_hours,state_3_percentage,state_4_hours,state_4_percentage,state_1_hours,state_1_percentage,state_0_hours,state_0_percentage
33,8038.8099999999995,3025.11,37.6313160778772,4063.1,50.54355060015102,575.1,7.154043944315141,253.11,3.148600352539742,104.88,1.3046707161880924,17.36,0.21595236110817398,0.15,0.0018659478206351438
34,8038.95,3104.83,38.62233251855031,4114.96,51.18777949856636,348.04999999999995,4.329545525224065,339.51,4.223312746067584,113.07,1.4065269718060194,18.509999999999998,0.23025395107570015,0.02,0.00024878870996834166
35,8039.010000000001,3406.8099999999995,42.37847695176395,3717.71,46.24586858332058,398.15,4.95272427823824,413.2499999999999,5.140558352334427,87.56,1.0891888429047853,15.37,0.19119269661314015,0.16,0.001990294824860275
36,8039.280000000001,2751.24,34.22246768367316,869.6899999999998,10.818008577882592,4019.1000000000004,49.993282980565425,325.05999999999995,4.043396921117313,62.24999999999999,0.7743230737080932,11.73,0.14590858882885036,0.21,0.0026121742245574227
37,7839.36,1448.9699999999998,18.483269042370804,2229.71,28.44250040819659,3871.66,49.38744999591804,257.42,3.283686423381501,26.33,0.33586925463303124,5.23,0.06671462976569517,0.04,0.0005102457343456609
38,8039.09,3628.1499999999996,45.131351931624096,423.37,5.266392091642213,3425.2300000000005,42.60718563917061,458.21,5.699774476961944,87.94999999999999,1.0940292993361187,16.060000000000002,0.1997738550010014,0.12000000000000001,0.0014927062640174447
39,8038.110000000001,2188.45,27.225927487929376,5061.6,62.97002653608871,391.16999999999996,4.86644248461392,267.9,3.3328730261218116,111.36999999999999,1.3855247066785596,17.46,0.2172152408961808,0.16,0.0019905176714426647
40,8038.79,6486.7,80.69249227806672,623.5,7.756142404516103,431.2500000000001,5.364613331110778,358.92999999999995,4.4649754502854275,119.05999999999997,1.4810686682946061,19.19,0.23871751843250041,0.16,0.00199034929386139
41,8038.740000000002,3038.12,37.793485048651895,4032.9,50.16830995902342,423.96000000000004,5.2739608446099755,426.2099999999999,5.301950305644913,100.35,1.2483299621582482,17.2,0.21396387991152838,0.0,0.0
42,7600.21,1670.87,21.98452411183375,4524.84,59.53572335501256,1012.5699999999999,13.322921340331384,314.59,4.1392277318653035,65.13999999999999,0.8570815806405347,11.030000000000001,0.14512756884349248,1.1700000000000002,0.015394311472972459
